essay_id    pred    true
2    0.974442294006    0.7
4    0.995138915364    0.8
6    0.927142733556    0.6
8    0.997395700784    0.8
14    0.972176598067    0.4
40    0.994205174035    0.5
44    0.869363167154    0.6
47    0.983960533471    0.6
49    0.996990410368    0.4
50    0.978276341709    0.3
53    0.949699366913    0.6
64    0.955767475825    0.5
70    0.993370889428    1.0
72    0.993371533352    0.8
78    0.749801512436    0.8
79    0.949316677736    0.8
88    0.894279907058    0.7
89    0.997817009632    0.4
90    0.995172542626    0.5
98    0.860136702472    0.9
99    0.902362017414    0.6
104    0.993337277763    0.8
108    0.994453844329    0.6
109    0.989744820319    0.6
112    0.963880085571    0.7
115    0.939333479151    0.7
116    0.988988404271    0.2
119    0.862740038769    0.8
126    0.97612935027    0.6
134    0.99689411105    0.8
137    0.988478107965    0.5
138    0.988800119844    0.8
143    0.914549940465    0.5
147    0.913764757582    1.0
156    0.965339535792    0.6
166    0.959873220141    0.8
167    0.987225740518    0.6
172    0.997156834076    0.6
191    0.993646449543    0.6
192    0.993690453085    0.9
196    0.957280745387    0.6
200    0.988716508468    0.6
206    0.98858843948    0.8
211    0.996199187801    0.4
216    0.99409732953    0.6
219    0.98312856815    0.7
223    0.962464316748    0.6
227    0.930984323333    0.7
228    0.825918974024    0.6
230    0.987193244049    0.7
235    0.978828047075    0.5
246    0.980968902857    0.9
247    0.968753830939    0.6
253    0.99539988971    0.4
255    0.988811163696    0.6
263    0.97826783438    0.8
267    0.977379196867    0.8
278    0.999115189881    0.6
279    0.998639705317    0.8
280    0.996233210788    0.8
281    0.991733433164    0.5
285    0.979378229102    0.9
286    0.876608296824    0.2
296    0.990218366306    0.8
300    0.965910004109    0.6
315    0.987533095578    0.8
320    0.952853613183    0.6
321    0.97254451885    1.0
326    0.982056451561    0.8
340    0.985340799189    0.7
341    0.991254115324    0.6
342    0.976113103015    0.7
343    0.923863233814    0.7
347    0.989758628112    0.5
350    0.991591977448    0.6
354    0.995277235401    0.6
369    0.966330091714    0.6
371    0.990078123729    0.6
377    0.989348411012    0.8
381    0.987331647    0.8
389    0.979260412911    0.6
393    0.985290793978    0.6
398    0.943967111166    0.8
399    0.989787008247    0.6
400    0.987988245604    0.6
403    0.993828227055    0.6
405    0.99963483337    0.7
420    0.995342837158    0.6
421    0.993073606096    0.4
422    0.964671266134    0.5
423    0.995447738687    0.7
426    0.975234899184    0.7
431    0.990613087742    0.9
439    0.950308075486    0.8
440    0.979143333725    0.6
441    0.99872091331    0.6
451    0.987943359078    0.6
452    1.00000000837    0.5
453    0.996135193596    0.7
468    0.932899541938    0.6
470    0.917284429264    0.6
477    0.992370593344    0.4
480    0.996888789788    0.6
481    0.954886320362    0.8
484    0.948008465583    0.5
